Context,Response
"There are many people willing to lovingly provide me with a home. I have food, clothes, and a university education, but I never feel like I belong. Even when I have a good time with people who are supposed to be close, I feel like I'm just out with friends and I never go home.","For some people, having a sense of belonging takes some time.You mentioned that you have an education and some basic daily needs. I wonder if you may be able to look at your relationship with yourself and what makes you feel happy, safe, and having a sense of accomplishment. If you have those feelings, I wonder how you define trust and who you trust.You say you have a good time with people who are ""supposed to be close,"" so I wonder what keeps them from feeling close. I have also wondering if you have been emotionally hurt in the past, and if so, you may have some protective defenses that you use (maybe on purpose, maybe not) to protect yourself from being hurt again. Remember that this idea comes in degrees where you can be more perfect in certain situations and a little less in others. Being emotionally protected is on a spectrum or continuum, where you can make an infinite amount of adjustments or changes with different people and situations.I also wonder what it is that you want in your ""home,"" and how you define it. Consider giving yourself permission to think about how you would define your perfect home in a world where there were no realistic restrictions (such as money or location). After you have that, consider what parts of that you can have. Perhaps there is a small part that you could make a reality within a week or so.Thank you for reaching out. If this continues to be difficult for you, consider seeing a local mental health professional so you can discuss some more specific details."
I am really worried about one of my friends because I think he has major depression. He disagrees with me on that. He is shut off when it comes to talking to people and telling them how he really feels. He told me he feels empty inside and the only emotions he feels are anger and sadness. I suggested to him to get help and talk to his mom about it but he refuses.,"First of all, I can tell that you really care about your friend and I think it's great that you are reaching out with your concern. It's hard to determine whether your friend would meet the criteria for an official diagnosis of depression without working with him, however, whether he does or not, therapy may be beneficial for him in working through these difficult feelings and relational challenges. Unfortunately, you can't make your friend get help. He will ultimately need to make that decision for himself, however, you can talk to him about your concerns and your hopes that he will reach out for help."
I've become so jaded that I can't control my thoughts. I cannot focus on anything and been having anxiety attacks.,"Maybe your thoughts require your attention and the best course would be to pay attention and follow them!If you're in an especially stressful or uncertain time in your life, then the best way through is to understand the tension you feel.It keeps trying to get you to know whats going on deep within you.Anxiety is a sign of stress and weariness.  Your thoughts are a chance to simply rest and know what they would like you to know.Then, when that process is finished your anxiety will no longer be necessary and will most likely leave you alone."
I've become so jaded that I can't control my thoughts. I cannot focus on anything and been having anxiety attacks.,"I imagine that it's pretty disconcerting to feel as though you lost yourself.When you said that you are jaded, I'm not sure whether you mean that you are jaded toward someone, something, life in general, or some combination thereof.One of the difficult things about anxiety is that anxiety can lead to more anxiety because of being concerned about having another panic attack. Consider remembering that panic attacks usually only last a few minutes and the reason they don't go away right away is because of the way your brain releases chemicals because some part of your brain is reacting as if you are in danger in some way.As far as finding yourself, you may consider looking at what parts of each day you can control as a way to stay centered. You could also focus on something that makes you feel happy and/or comfortable.You may also consider the list of values here to give yourself an idea of what is most important to you, what it is that you are living by now, and what values you would prefer to live by. http://www.therapistaid.com/therapy-worksheet/values-clarificationIf this proves to be difficult, consider seeing a local therapist."
"When I get around a particular person or when I go home, I'm just sad or irritated. The feeling comes and goes all day every day. I don't know what wrong. I'm not sure if I'm just making up symptoms and problems in my head or if there is something actually wrong.","Feelings are real, is very unlikely that you are making them up since they are a response to the thoughts in your mind and your daily experiences and interactions. Often we assume that feeling sadness is bad and that we should only feel happiness and joy; but all feelings have a purpose: joy, sadness, anger, frustration, excitement, anxiety, among others.   Is not healthy to experience the same feeling for a long time, so we should learn to identify what causes them and how to process them so you can navigate through life experiences with more ease. I am a Licensed Professional Counselor in Texas, currently providing services in West Houston.  You may reach me at 787-466-5478 to schedule an appointment.   ------------------------------------------------------------------------------------------------------------------------------------------Me he estado sintiendo tristeCuando salgo con una persona en particular o cuando llego a casa, estoy triste o irritado.  El sentimiento viene y va todo el día. No sé qué está mal.  No estoy seguro si estoy inventando los síntomas y problemas en mi cabeza o si algo realmente está mal. Los sentimientos son muy reales, y es muy poco probable que los estés inventando, por que los sentimientos son una respuesta tanto a los pensamientos que hay en nuestra cabeza, y, a las situaciones que nos ocurren día a día.  Muchas veces pensamos que sentirnos triste está mal, y que solo debemos sentirnos alegres, pero todas las emociones tienen un propósito y razón de ser, tanto la alegría, como la tristeza, el coraje, la frustración, la excitación o el desespero, entre otros.  No es bueno quedarnos estancados una emoción.  Así que es importante aprender a identificar que causa nuestros sentimientos, como procesarlos para poder superar nuestras emociones y movernos de una experiencia a otra con más tranquilidad. 
Soy Consejera Profesional Licenciada en Texas y Puerto Rico, veo clientes en el este de Houston y proveo servicios de tele terapia.  Para una cita puedes llamar al 787-466-5478."
"I am a teenager. I have been experiencing major episodes of depression (if that's even what it is) for several years. It’s always getting worse. I have been having panic attacks, feeling like I can't control my fears, and I can't even bring myself to care if I live or die anymore. The problem is that I don't know who to ask for help. When I try to talk to my parents, I freeze completely and can't do anything but make a joke because never once in my life have we talked about our feelings.","I understand that talking about our feelings can be awkward and using jokes is a way to relieve that awkwardness, but there is a right or wrong way to talk about your feelings. The important part is to recognize that you need help addressing those feelings and reaching out, which you are doing already.  Having small conversations with your family is helpful, you can explain to them that you have been experiencing emotional discomfort and would like to talk to them about it.   Since you been experiencing anxiety, panic attacks, and have thought about dying,  It is VERY important that you ask them to help you make an appointment with a mental health professional.  Those symptoms indicate that your body is having a hard time managing intense feelings and it will be helpful if you understand why they occur and how to cope with them. You may contact your school counselor or you may schedule an appointment with a local therapist.  You may contact the Texas Crisis Hotline 800-989-6884 where you can talk or chat with mental health professionals or schedule a teletherapy session.   The National Crisis Hotline is also available for calling and texting 1-800-273-8255.I am a Licensed Professional Counselor in Texas, currently providing services in West Houston.  You may reach me at 787-466-5478 to schedule an appointment.   ------------------------------------------------------------------------------------------------------------------------------------------¿Cómo hablo de mis sentimientos de depresión y con quién hablo?Soy un adolecente.  He estado experimentando episodios de depresión severa (si es lo que creo) por muchos años.  Siempre se pone peor.  He estado teniendo ataques de pánico, sintiendo que no puedo controlar mis miedos y sintiendo que ya no importa si quiero vivir o morir.  El problema es que ya no sé a quién pedirle ayuda.  Cuando intento hablar con mis padres, Me congelo y solo puedo hacer bromas porque nunca en mi vida hemos hablado de nuestros sentimientos. Entiendo que hablar de tus emociones puede hacernos sentir inadecuados, y bromear es una manera de manejar ese sentimiento incómodo, pero no hay forma correcta o incorrecta de hablar sobre tus sentimientos.  Lo importante es reconocer que necesitas ayuda para manejarlos, y ya tu estas en ese proceso.  Tener pequeñas conversaciones con tu familia te ayudara a explicarles los sentimientos que estas experimentando.  Es importante que les pidas hacer una cita con un profesional de la salud mental, ya que has estado experimentando síntomas que indican que tu cuerpo ya no puede manejar tus sentimientos y necesita nuevas herramientas.  Puedes contactar a tu consejero escolar, o a un proveedor de salud mental cerca de ti o por teléfono.  Mientras tanto, puedes llamar a la línea de crisis de Texas 800-989-6884 para hablar con un profesional de salud mental.  La línea nacional de crisis también esta disponible en todos los Estados Unidos y proveen servicios en español 1-800-273-8255
Yo soy una Consejera Profesional Licenciada en Texas y Puerto Rico, veo clientes en el este de Houston y proveo servicios de tele terapia.  Para una cita puedes llamar al 787-466-5478."
I feel lazy and numb. I have no interest in things.,"Maybe right now it is time for you to rest before the next wave of new activity comes along.To have ""no interest"" may mean you are already so saturated with recent situations and their meaning that you are naturally withdrawing in order to regain your energy."
"I'm currently struggling with diagnosed depression, anxiety, and Misophonia. Also, I am 99% sure I have Borderline Personality Disorder and Avoidant Personality Disorder. I read the DSM-IV, taken college psychology, etc. I know it in my heart I have them. Is self-diagnosing okay with the right research?","Any diagnosis is limited in its usefulness.Knowing the name of some typical ways you may feel, think and behave, doesn't help you or anyone to understand why the person is the way they are and how to change any of these characteristics.Both self-diagnosing and being diagnosed are equally unhelpful to know why you are the way you are and what to do about it.Consider yourself a person who wants to find a better way to be who you are, and this will get you further with better results than to read a list of descriptions which all are very indicting and negative sounding."
"I'm currently struggling with diagnosed depression, anxiety, and Misophonia. Also, I am 99% sure I have Borderline Personality Disorder and Avoidant Personality Disorder. I read the DSM-IV, taken college psychology, etc. I know it in my heart I have them. Is self-diagnosing okay with the right research?","Hello, and thank you for your question. Self-diagnosing is something that we all do about one health issue or another. Taking a guess about what may or may not be happening to us is completely normal, however the actual clinical diagnoses of a mental health disorder requires a licensed mental health professional. Here are a few reasons for this: 1. Making a clinical diagnosis often requires other things besides matching up the symptoms of a disorder. To come to a diagnoses for any of the things you mentioned, a counselor would consult the DSM, but they may also use some type of screening tool, assessment or scale. Many disorders have similarities and it requires someone with training to tease out the differences in the symptoms. 2. Our judgement is sometimes off when it comes to assessing ourselves. We really can't be objective. Something as serious as determining a diagnosis really needs to be done by someone who has that objectivity. In addition, once you know your diagnosis, treating it usually requires help from a professional. 3. Sometimes the symptoms of a mental health disorder makes self-diagnoses impossible, in and of itself. For example, someone could be having hallucinations or delusions and not realize it. That would clearly make it impossible for them to diagnose themselves. There a many examples where something like this could happen with different mental health disorders. There are other reasons, but these are three important ones. Now, does this mean that you are wrong about your diagnosis? Maybe not. You may be correct. But, it is important to get this confirmed by a professional mental health clinician. If a disorder is then found, you can begin to talk about treatment. Hope this was helpful. Be well.Robin J. Landwehr, DBH, LPCC, NCC"
"In the past year, two of my best and only close friends moved to different states. Now I have nobody to hang out with. I'm always alone, and I honestly haven't hung out with anyone since they left. I'm super lonely. What should I do to make new friends? Because they moved and I have no friends now, I think I'm falling into a depression or something. I just need help.","Definitely it is sad to lose friends who are a regular part of daily life.How did you meet the two friends who just moved away?   Its possible that you could look for similar situations and see if anyone catches your interest to know as a friend.Keeping in mind that friendship is based on trust and common interests, and that these qualities require time to observe and develop, think of what you can do to keep happy while these paths unfold.In addition to being open to meeting new friends, involve yourself in projects from which you'll feel satisfied by your own results."
I am the problem. I make my family argue because of me. My mom has even said it. It's constantly like this. I cause problems. I am worthless. I can't stop crying. Sometimes I have to cry myself to sleep. I can't even leave my room because my family can't stand me.,"I am so very sorry for how pressured and sad you feel right now.Definitely all family members have an effect on the other ones.From what you write, your family members are not considering the effect their negative comments have on you.Also, keep in mind that each person is responsible for deciding to argue or find a different way to discuss a problem. You are not in control of the other people in your family.More likely they take the easy way out and blame you for what they don't want to know about themselves.Stay aware that the family's decision to target you doesn't mean that you are doing something wrong.   Certainly your existence is not wrong, which is the degree to which the unfairness seems to have spread.What to do about it is read about family systems to see more explanations on how you are being unfairly treated.Also stay in touch with friends bc these are the people who value and respect you."
"I'm depressed often, and my mind goes a million miles a minute. Every once in a while, things are okay for a few days. After a bit, I start noticing that I am picking at my skin profusely. After roughly a week, the anxiety is back and still picking. Sometimes I find myself causing fights to have change.","One way to know yourself a little better and why the dynamics you describe take place, is to understand the particular dynamics of your life context.Look at your major areas of where you spend your time, whether you are happy with the people with whom you socialize, how you feel toward family members and how they seem to feel toward you.If you examine your relationships and life this way then you may start to notice areas where you have some control or at least a say in how your life is going.If you are socializing among people whom you don't like, have a job you don't like and your family mistreats you and you mistreats them, for example, then anxiety and depression are an understandable natural result.If you make improvements in your life and relationships, even tiny improvements and even the effort and intention to improve, you may find your anxiety and depression dissipating.People usually feel their worst when they feel lack of control in their life.Look for ways you can regain and/or strengthen yours."
"I'm depressed often, and my mind goes a million miles a minute. Every once in a while, things are okay for a few days. After a bit, I start noticing that I am picking at my skin profusely. After roughly a week, the anxiety is back and still picking. Sometimes I find myself causing fights to have change.","Hello, and thank you for your question. I am very sorry that you are struggling. I have a few thoughts and perhaps some of my colleagues will add something else. Depression and anxiety can both be chronic conditions, as you have experienced. This means that they may always require treatment in order to have some kind of relief from them. Treatment could mean medication or some kind of counseling. Some people may take medication for the rest of their lives. Some people may go to counseling at times when the depression and anxiety worsens. As you mentioned, sometimes the symptoms improve for a little while, but they can also come back. When they do, it is important to talk to your medical provider if you are getting medication, and/or to go back to your counselor and talk to them about the symptoms that have returned. Skin picking and some other behaviors are not uncommon for people who are experiencing something like anxiety. Many people report that they do this when they feel anxious, and some say it calms them down. It is not really a surprise that you are constantly trying to change things and even starting fights to do so. These are ways to try to avoid, escape and distract yourself from the feelings of anxiety and depression. That is a very normal thing to do. Nobody likes these feelings, and so distraction is something we naturally try in order to get rid of them. The problem is that things like distraction and escape do not work as a long-term solution. In fact, they usually make things worse for many different reasons. Depression and anxiety can  be treated, but it is likely something you will need some help with. I would recommend finding a counselor who has experience with anxiety and depression. Medication can be helpful, but I still recommend counseling. The reason for this is that the medication can help with symptoms, while the counseling can address the symptoms and provide you with very helpful skills. Be well,Robin J. Landwehr, DBH, LPCC, NCC"
I'm very depressed. How do I find someone to talk to?,"You have already taken the brave first step of making the decision to heal from it and find a professional that will help you do so. There are lots of different options nowadays for therapists, as you can see them online or in an office.  My biggest tip for you is to use Psychology Today or Counsel Chat to find a therapist.  Enter in your zip code and you will find many different therapists you can talk to . Be sure to find someone that you most resonate with and ask them any questions you may have. Many  times, therapists will provide free consultations and this can be a great opportunity to see if you are a good fit."
I'm very depressed. How do I find someone to talk to?,"The first step, which you've taken, is actually wanting to talk to someone. It's a great sign that you are seeking to reach out for help. And there are therapists everywhere (there are even therapists online, so you don't have to be that close to them or their office.)There are several sites that I refer people to to begin the process of looking for a therapist. I usually have them start with psychologytoday.com. Once there (there is a therapist directory), you can narrow choices down by ages that they work with, insurance they accept, depression as an issue they focus in, etc. You can also narrow down by therapist's modality, but that can get complicated if you aren't too familiar with the various theoretical approaches. It's important that you find someone that you feel understands your situation. That might mean that they identify an issue you are having in their profile, or on their professional website. But, you should try to meet a couple of different therapists if you aren't quite sure. It can be challenging that first session, but your best (note, not ""THE best"") therapist will help you feel comfortable (or as comfortable as possible, given therapy can be uncomfortable especially at first) and understood from the get-go.I have found that asking friends or family for names and recommendations Is also a common way to find a therapist, because it can come from a trusted referral source. But remember that we are all different, so what works for one might not always be a good fit. And again, it could take a couple of first sessions with different therapists to know if someone is a good fit (sometimes, it can take a few sessions.) And if there is no one around that can give a name or two, then searching online is quite common and can yield positive results.And try not to give up! Finding a therapist is not easy, but finding a good one for you is extremely rewarding."
I'm very depressed. How do I find someone to talk to?,"Hi,Reaching out here is a great start! I recommend looking for somebody in your area that works with people experiencing depression. After you've chosen somebody to try, feel free to call them for a consultation! A lot of counselors and therapists offer free consultations, and remember that your counselor is working for you, so make sure they are a good fit! I hope this has been of some help."
I'm very depressed. How do I find someone to talk to?,"Hang in there! Feeling depressed sucks but talking with someone can really help - so its awesome that you're already trying to figure out how to find that person. Tons of good suggestions already but to add my two cents - you can find therapists in your area and read a little bit about them to find someone you like the sound of via this website, and also via www.psychologytoday.com; if you have health insurance your insurer might be able to make recommendations as to therapists covered by your plan, or if you happen to be in school, the school itself should be able to connect you with either their own counselor or a center that they recommend nearby. Finding someone can take a few calls or a bit of research so if you need some immediate support, or find yourself having thoughts of hurting yourself, you can also call the great folks who run the Suicide crisis line https://suicidepreventionlifeline.org - they are great in moments of crisis."
I'm very depressed. How do I find someone to talk to?,"Great that you realize talking with a professional counselor about how you feel, would be helpful!If you'd like a very fast response by phone, then google ""depression hotline"" for where you live.  And, if you have a specific topic which upsets you then google around with this topic to see if there are services specific to your interest.If you've got time to invest in looking for the best fit therapist for yourself, then google ""therapy' or ""therapist"".There will be many, many names which come up.I know I sound like I work for google only it is the easiest way to find lots of information.I send you good luck!"
I'm very depressed. How do I find someone to talk to?,Sorry to hear you are feeling that way.    Is there a 24-hour helpline where you are that you can call?   Here is a website with some numbers to call:  https://psychcentral.com/lib/common-hotline-phone-numbers/      You could talk to your family doctor and they could help you find a therapist?   You could also use this website to find a therapist.  https://therapists.psychologytoday.com.  I sincerely hope you find someone to talk to.
I'm very depressed. How do I find someone to talk to?,"If there is no one in your life with whom you feel comfortable, I would recommend identifying someone on this site, psychology today or goodtherapy.org who is in your area, then give that therapist a call to see if you would be a good match."
I'm constantly in a bad mood and I have no energy. Is that depression?,"Depression has many different signs and symptoms and looks different for every person.  Often times people think depression is more about feeling ""sad,"" but depression can, in fact, express itself through irritability (or bad mood as you say) and lack of energy.  According to the DSM-V (Diagnostic and Statistical Manual of Mental Disorders), depression includes the following symptoms:-Depressed mood-Irritable mood-Decreased interest or pleasure in activities you usually participate in or enjoy-Significant weight change or change in appetite-Change in sleep (insomnia or hypersomnia)-Psychomotor aggitation or retardation-Fatigue or loss in energy -Feelings of worthlessness or excessive guilt-Diminished ability to concentrate or indecisiveness-Thoughts of suicide or plan The great news is that there are many ways to improve depressive symptoms.  If you are up for it, perhaps the best place to start is by seeing a physician or a therapist who can help determine how severe the depression is and can suggest methods of addressing the depression that fit your lifestyle, values, and capabilities.  Good luck!"
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","I wouldn't necessarily say you are clinically depressed based on
that first paragraph in your question. Because that could describe more
introverted behavior (people who feel more energy from a more internal approach
as opposed to those who feel more energy from being among others.) It is more
in the second paragraph that I would be inclined to say that further
exploration is definitely needed. The diagnosis of Major Depressive Disorder is
more than just those two symptoms, but there are more mild forms of depression
that can be equally damaging to someone if left untreated.However, one of the trickiest parts of this is that someone who
feels they are not worth knowing may also believe they are not worth having a
therapist know them, and even less worthy of being helped. Do you feel that
might be you? If so, could we acknowledge that as a part of the big picture,
and all wrapped up in these feelings about yourself, and realizing that
thoughts and feelings aren't always rational (in that you are worth getting the
help)?My recommendation just from the information would be that you seek
out a supportive, listening ear in the form of a therapist, who can allow you
the space to express some of these difficult experiences, and help you name FOR
YOURSELF, what your struggle is. To empower you to name it for yourself, as
opposed to everyone labeling and/or judging you for it, might be an extremely
worthwhile start for you."
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","Hi, Depression can look different for everybody. It sounds to me like what your family is trying to tell you that they are worried about you, and think this behavior might be a result of depression. If what you are experiencing seems fine and normal to you, it may be nothing to worry about. It is very common to have thoughts of doubt about yourself and your abilities, and it may help to open up about those thoughts to people you trust. Developing relationships with friends and families can be a very rewarding experience, but it can take a brave person to reach out!"
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","If we were in my office together, I would offer that most likely you are feeling somewhat depressed. It's most important for me to impress that you ""don't have to live like this...""  Other helpful information: Have you experienced similar symptoms before?  Anyone in  your family been depressed before?  Based on other physiological signs, like quality of sleep, appetite, energy/motivation, I would present you with some treatment options, one of which would be to consult with a medication management provider to assess your symptoms and provide additional information for you to consider."
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","I would not focus on what other people say. Do you feel what you have described impacts your day to day functioning? Try to evaluate how is your self esteem, motivation and self confidence. How about negative thoughts or hopelessness? Any concerns about your grades sliding down? If you answered yes to any questions, may be its time to see a counsellor."
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","Although some people managing depression feel sad or ""down"",  it is a possible to have depression without an obvious sad mood.  Many people indicate that they feel numb or flat.  People managing depression often have low motivation. They may stay in bed for long periods of time and only get up for absolutely necessary activities.  People with depression may also feel inappropriate guilt or shame.   If you have been experiencing the symptoms you described for more than two weeks, I recommend that you see a counselor to get a more in-depth evaluation.   The symptoms you are experiencing are typical of depression, and with a bit of support, you could regain energy and improved self-esteem.  The stigma surrounding mental health can make a diagnosis or a label of depression seem scary.  The important thing to remember is that mental health disorders are as important as and as treatable physical health disorders.    Hang in there.  Healing is possible!"
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","Hello. Being a teenager in our society today can cause depression quite easily. We look at the world in which we live, and the doubts we have about being able to make a contribution, or to have value and worth with the people around us, and we begin to internalize those messages of self-worth. If that alone were not enough, you are trying to figure out where you want to go in life, and who you are supposed to be in the world. Teens are faced with pressures of being judged by your peers for how you present yourself; following current fashions; possessing the trendy things; and hanging out with the ""in crowd."" Here's a ""secret"" that might help with most of those issues: Not much of those problems I've just described will really matter as they might seem to right now, in the real world. If you are feeling depression because you feel you lack some of those things that are seen as important by others (like your peers), I can assure you that being someone who is kind; compassionate; understanding of another person's suffering; and the effort you make to be the best person you can become in the world, will far outweigh anything you experienced in your teen years.When we are young, we judge everything based on what our peers have, what they say, the way they dress, who's popular, who's not popular, and for the most of it, all of that is external. So the question becomes, are you trying to fix the feelings on the inside (the internal stuff), with the trappings of all the stuff on the outside (the internal)? That is to say, do you feel that if you had what your friends have, you would be happy and less depressed? Depression is usually a symptom of something much bigger, it is not typically a problem by itself (just as a person who experiences a high temperature may likely have a cold). So fixing the symptom requires looking at the possible causes. In your post, you mentioned that you live with your dad. Are your parents divorced or separated, or has your mom passed away? Either of these circumstances could certainly cause depression. Finding out when you started feeling depressed, might be able to pinpoint the trigger that caused it, which requires looking at when you last felt really happy. It is also important to keep in mind, that as a teenager, your emotions are often being experienced very randomly, and sometimes without cause. It is part of your emotional development, but as you grow older can learn how to manage those emotions better and practice doing things that help you feel better (without causing harm to yourself).Have you tried talking to your dad about your feelings, or maybe another relative if you feel safer doing so? Do you have a friend who is your best friend...someone who is there for you no matter what? If not, there is a service you can use that is a national number for teens to talk with teen peer counselors. They are teens like yourself, but they have some insights that might be helpful. Its called Teen Line (https://teenlineonline.org/). It helped me when I was in my teens, and has helped lots of other teens as well. You might find a place to get some referrals to other local services in your area. If you want are in Washington state and would like to connect with me directly, you call link to me via my profile page. Or perhaps finding a counselor in your local area might be useful. Most towns and cities have some form of low cost counseling. You might also check with your school for assistance.Don't be afraid of not always knowing how you are supposed to feel. Adults don't always have a handle on it either. Being a teenager carries a lot stress, fear, and uncertainty. But you are not alone, and there is help if you reach out for it. I wish for you the very best, and bright future."
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","The answer to the question of whether or not you're depressed, is less meaningful than what you are doing to feel strong and secure in your life.Otherwise, people shortcut themselves to go deeper in understanding who they are and what they'd like to do with their lives, and accept ""depression"" as though it is their new name.What you write sounds like classic depression.What to do about this feeling is to get closer to yourself in an accepting way.  Assume that what you do in daily living is somehow necessary.  Unless you are doing immoral or illegal actions to other people, to accept your own wishes as truth will open you to appreciate why you do what you do.Make believe you're interesting and find out more about who you are, if you have trouble to start with thinking of yourself as worth understanding.The more you appreciate who you are and your unique strengths, vulnerabilities and fears, the more these will dissolve by what seems on their own.In fact they will disappear bc you are believing in yourself and your ways.Good luck!"
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","I'm alway wary of assigning a term to a feeling, as often that term becomes more important than the feeling itself. From the very little that you have written, it is clear that you are going through something that has made you extremely low, affected your self-esteem and motivation, limits your enjoyment of formerly pleasurable activities and affects your feelings of self-worth. All of these are aspects of being depressed, though you can be depressed and still not have ""depression"". Counseling is definitely a place where you can go and sort out why you have had such a sudden a drastic change to your mood. Sometimes our mood can be effected by changes in our routine, losses or significant disappointments. Talking with someone will not only help you to better understand why you are feeling this way, but they will also help you to ground yourself and learn strategies and tools to help you to manage your mood and strategize for the future. I do hope that you will reach out. Feeling alone can be harmful over long periods of time, as it can stop us from seeking out the support we need."
"She has trouble falling and staying asleep and she's always either extremely hungry or not hungry at all. She also gets angry and feels like crying really easily for no reason. She says she is always ""kind of down.""
   Is this depression? What can I do to help her?","Sounds like signs of someone who is depressed.Since the person in question is your friend, offer your friendship to listen to any situations or feelings she has about herself and the way her life is going.Depressed people are often lonely people and feel as though no one around them cares or notices them.  Your willingness to be available to her may lift her spirits.  Feeling loved goes a long way to dissolving depressed feelings.Also, if in the beginning when you offer to talk, there is a high chance she'll be defensive and turn down your offer.Try again on another day and then another day.When people feel depressed they usually shut down.  So you may need a few or several tries before your friend accepts your offer to show her you care about how she is doing.Also, watch for signs within yourself that your friends' depression is not sinking your emotions.  Depressed people are draining to be around because they often see and talk about only the negatives and drawbacks of situations."
"I'm a teenager and I I go through periods of moodiness. I have extreme feelings (but I bury them), and then I feel nothing - just empty and emotionless.
   I have trust issues, low self esteem,ban extreme fear of abandonment, and I constantly reevaluate my relationships. I also don't know who I am as a person. I'm not happy overall, but I'm not suicidal. Can I just feel happy?","Sometimes the way to feel happy is to address all the questions you just described.Teenage years are the first time any of us starts to feel and recognize our uniqueness.  The fact that you recognize your great range of feelings, as uncomfortable as they may sometimes be, is healthy.Also healthy is that you are asking for opinions of therapists who would be familiar with when a range of feelings shows an out of the ordinary problem.One path to take is to reflect on the topics you wrote here and especially to ask yourself your reasons for how the problem started and what it would take for it to resolve.Do you have trust issues because someone broke your trust? You're entitled to a repair of your trust by the other person.   Even if the person never offers this to you, to know you deserve to be restored to whole, may help you feel more secure.The same is true with the other topics, abandonment and relationships generally.The more you continue to value your unique understanding, expectations, and standards, the more likely you'll create relationships which do not have these qualities, and you will restore your sense of hope that other people may treat you in a fair and kind way."
"I had a very troubled up bringing and I'm currently dealing with alot right now. I know some people may not think so, but to me its a lot. I feel overwhelmed. Could this be depression?
   I use to be in therapy as a child. Alll throughout elementry, middle, and high school I had counseling 2-3 times a week. I haven't be in counseling lately though.","What matters most is how you feel and what you're doing, with whom you're interacting, whether you feel you've got enough interaction to be happy.Whether or not a clinician would decide to identify you as ""depressed"" matters much less than how you actually are feeling, if you have some ideas as to what might improve your sense of being, and how to go about reaching your goals.If therapy during your childhood made you feel better and you feel you may be depressed, then trying therapy at this point in your life, makes sense.The worst that can happen is you find you feel better than you first understood.The best that can happen is you find a caring therapist who helps you find faith in yourself again."
"I think adult life is making him depressed and we often sleep in on weekends untill 1 or 2 pm. We just eat, smoke weed, watch movies, and he'll go on his phone all day. He doesn't seem motivated to do much and he's often angry.
    I have no clue how to help him take his mind off the negative, or to distract him into a different light. How do I help him?",How do you help yourself to believe you require more than what he offers to you?What do you get from this relationship which feels satisfying?To answer this question may in the longterm be the best way to help your bf.
My mother is combative with me when I say I don't want to talk with her about my depression.    She hasn't been supportive of me in the past and she isn't someone that I feel comfortable opening up to. She constantly tries to instigate conversations where she asks me questions that I don't want to or can't answer. I tell her I don't want to talk and she starts arguments with me.    How can I get her to understand?,"Your situation sounds extremely frustrating.You're doing the right move to state you don't want to discuss your depression with her.I guess you could ask if she would like to know your reason to not speak w her about your depression.  If you feel she can handle a reasonable conversation, and you would like to tell her your true reason, then schedule this or bring up the topic at a neutral time, not in the middle of an argument.Having an unsupportive mom is difficult enough to accept.  You may feel greater success and peach of mind to meditate on accepting her lack of understanding than to engage in arguing when she starts this."
